seqid,phobius_start,phobius_end,phobius_type
TRIREDRAFT_104243-t26_1,0,0,OTHER
TRIREDRAFT_104261-t26_1,0,0,OTHER
TRIREDRAFT_104263-t26_1,0,0,OTHER
TRIREDRAFT_104272-t26_1,0,0,OTHER
TRIREDRAFT_104276-t26_1,0,0,OTHER
TRIREDRAFT_104286-t26_1,0,0,OTHER
TRIREDRAFT_104288-t26_1,0,0,OTHER
TRIREDRAFT_104289-t26_1,0,0,OTHER
TRIREDRAFT_104291-t26_1,0,0,OTHER
TRIREDRAFT_104292-t26_1,0,0,OTHER
TRIREDRAFT_104294-t26_1,0,0,OTHER
TRIREDRAFT_104295-t26_1,0,0,OTHER
TRIREDRAFT_104301-t26_1,0,0,OTHER
TRIREDRAFT_104302-t26_1,0,0,OTHER
TRIREDRAFT_104304-t26_1,0,0,OTHER
TRIREDRAFT_104310-t26_1,0,0,OTHER
TRIREDRAFT_104313-t26_1,0,0,OTHER
TRIREDRAFT_104318-t26_1,0,0,OTHER
TRIREDRAFT_104320-t26_1,0,0,OTHER
TRIREDRAFT_104325-t26_1,0,0,OTHER
TRIREDRAFT_104334-t26_1,0,0,OTHER
TRIREDRAFT_104335-t26_1,0,0,OTHER
TRIREDRAFT_104336-t26_1,0,0,OTHER
TRIREDRAFT_104351-t26_1,0,0,OTHER
TRIREDRAFT_104353-t26_1,0,0,OTHER
TRIREDRAFT_104359-t26_1,0,0,OTHER
TRIREDRAFT_104364-t26_1,0,0,OTHER
TRIREDRAFT_104368-t26_1,0,0,OTHER
TRIREDRAFT_104369-t26_1,0,0,OTHER
TRIREDRAFT_104370-t26_1,0,0,OTHER
TRIREDRAFT_104372-t26_1,0,0,OTHER
TRIREDRAFT_104377-t26_1,0,0,OTHER
TRIREDRAFT_104380-t26_1,0,0,OTHER
TRIREDRAFT_104382-t26_1,0,0,OTHER
TRIREDRAFT_104390-t26_1,0,0,OTHER
TRIREDRAFT_104393-t26_1,0,0,OTHER
TRIREDRAFT_104394-t26_1,0,0,OTHER
TRIREDRAFT_104399-t26_1,0,0,OTHER
TRIREDRAFT_104400-t26_1,0,0,OTHER
TRIREDRAFT_104415-t26_1,0,0,OTHER
TRIREDRAFT_104421-t26_1,0,0,OTHER
TRIREDRAFT_104422-t26_1,0,0,OTHER
TRIREDRAFT_104425-t26_1,0,0,OTHER
TRIREDRAFT_104435-t26_1,0,0,OTHER
TRIREDRAFT_104437-t26_1,0,0,OTHER
TRIREDRAFT_104438-t26_1,0,0,OTHER
TRIREDRAFT_104448-t26_1,0,0,OTHER
TRIREDRAFT_104451-t26_1,0,0,OTHER
TRIREDRAFT_104454-t26_1,0,0,OTHER
TRIREDRAFT_104455-t26_1,0,0,OTHER
TRIREDRAFT_104458-t26_1,0,0,OTHER
TRIREDRAFT_104463-t26_1,0,0,OTHER
TRIREDRAFT_104469-t26_1,0,0,OTHER
TRIREDRAFT_104474-t26_1,0,0,OTHER
TRIREDRAFT_104490-t26_1,0,0,OTHER
TRIREDRAFT_104491-t26_1,0,0,OTHER
TRIREDRAFT_104494-t26_1,0,0,OTHER
TRIREDRAFT_104495-t26_1,0,0,OTHER
TRIREDRAFT_104501-t26_1,0,0,OTHER
TRIREDRAFT_104511-t26_1,0,0,OTHER
TRIREDRAFT_104535-t26_1,0,0,OTHER
TRIREDRAFT_104541-t26_1,0,0,OTHER
TRIREDRAFT_104547-t26_1,0,0,OTHER
TRIREDRAFT_104549-t26_1,0,0,OTHER
TRIREDRAFT_104551-t26_1,0,0,OTHER
TRIREDRAFT_104557-t26_1,0,0,OTHER
TRIREDRAFT_104573-t26_1,0,0,OTHER
TRIREDRAFT_104576-t26_1,0,0,OTHER
TRIREDRAFT_104577-t26_1,0,0,OTHER
TRIREDRAFT_104585-t26_1,0,0,OTHER
TRIREDRAFT_104592-t26_1,0,0,OTHER
TRIREDRAFT_104593-t26_1,0,0,OTHER
TRIREDRAFT_104595-t26_1,0,0,OTHER
TRIREDRAFT_104599-t26_1,0,0,OTHER
TRIREDRAFT_104601-t26_1,0,0,OTHER
TRIREDRAFT_104606-t26_1,0,0,OTHER
TRIREDRAFT_104609-t26_1,0,0,OTHER
TRIREDRAFT_104617-t26_1,0,0,OTHER
TRIREDRAFT_104623-t26_1,0,0,OTHER
TRIREDRAFT_104639-t26_1,0,0,OTHER
TRIREDRAFT_104643-t26_1,0,0,OTHER
TRIREDRAFT_104651-t26_1,0,0,OTHER
TRIREDRAFT_104659-t26_1,0,0,OTHER
TRIREDRAFT_104661-t26_1,0,0,OTHER
TRIREDRAFT_104683-t26_1,0,0,OTHER
TRIREDRAFT_104684-t26_1,0,0,OTHER
TRIREDRAFT_104691-t26_1,0,0,OTHER
TRIREDRAFT_104695-t26_1,0,0,OTHER
TRIREDRAFT_104704-t26_1,0,0,OTHER
TRIREDRAFT_104707-t26_1,0,0,OTHER
TRIREDRAFT_104715-t26_1,0,0,OTHER
TRIREDRAFT_104716-t26_1,0,0,OTHER
TRIREDRAFT_104721-t26_1,0,0,OTHER
TRIREDRAFT_104741-t26_1,0,0,OTHER
TRIREDRAFT_104744-t26_1,0,0,OTHER
TRIREDRAFT_104750-t26_1,0,0,OTHER
TRIREDRAFT_104786-t26_1,0,0,OTHER
TRIREDRAFT_104790-t26_1,0,0,OTHER
TRIREDRAFT_104795-t26_1,0,0,OTHER
TRIREDRAFT_104803-t26_1,0,0,OTHER
TRIREDRAFT_104807-t26_1,0,0,OTHER
TRIREDRAFT_104816-t26_1,0,0,OTHER
TRIREDRAFT_104820-t26_1,0,0,OTHER
TRIREDRAFT_104831-t26_1,0,0,OTHER
TRIREDRAFT_104838-t26_1,0,0,OTHER
TRIREDRAFT_104842-t26_1,0,0,OTHER
TRIREDRAFT_104856-t26_1,0,0,OTHER
TRIREDRAFT_104867-t26_1,0,0,OTHER
TRIREDRAFT_104878-t26_1,0,0,OTHER
TRIREDRAFT_104879-t26_1,0,0,OTHER
TRIREDRAFT_104890-t26_1,0,0,OTHER
TRIREDRAFT_104898-t26_1,0,0,OTHER
TRIREDRAFT_104911-t26_1,0,0,OTHER
TRIREDRAFT_104923-t26_1,0,0,OTHER
TRIREDRAFT_104939-t26_1,0,0,OTHER
TRIREDRAFT_104942-t26_1,0,0,OTHER
TRIREDRAFT_104952-t26_1,0,0,OTHER
TRIREDRAFT_104958-t26_1,0,0,OTHER
TRIREDRAFT_104972-t26_1,0,0,OTHER
TRIREDRAFT_104978-t26_1,0,0,OTHER
TRIREDRAFT_104994-t26_1,0,0,OTHER
TRIREDRAFT_105011-t26_1,0,0,OTHER
TRIREDRAFT_105019-t26_1,0,0,OTHER
TRIREDRAFT_105026-t26_1,0,0,OTHER
TRIREDRAFT_105027-t26_1,0,0,OTHER
TRIREDRAFT_105031-t26_1,0,0,OTHER
TRIREDRAFT_105035-t26_1,0,0,OTHER
TRIREDRAFT_105054-t26_1,0,0,OTHER
TRIREDRAFT_105070-t26_1,0,0,OTHER
TRIREDRAFT_105079-t26_1,0,0,OTHER
TRIREDRAFT_105081-t26_1,0,0,OTHER
TRIREDRAFT_105092-t26_1,0,0,OTHER
TRIREDRAFT_105106-t26_1,0,0,OTHER
TRIREDRAFT_105133-t26_1,0,0,OTHER
TRIREDRAFT_105143-t26_1,0,0,OTHER
TRIREDRAFT_105147-t26_1,0,0,OTHER
TRIREDRAFT_105150-t26_1,0,0,OTHER
TRIREDRAFT_105154-t26_1,0,0,OTHER
TRIREDRAFT_105155-t26_1,0,0,OTHER
TRIREDRAFT_105157-t26_1,0,0,OTHER
TRIREDRAFT_105158-t26_1,0,0,OTHER
TRIREDRAFT_105165-t26_1,0,0,OTHER
TRIREDRAFT_105167-t26_1,0,0,OTHER
TRIREDRAFT_105171-t26_1,0,0,OTHER
TRIREDRAFT_105173-t26_1,0,0,OTHER
TRIREDRAFT_105174-t26_1,0,0,OTHER
TRIREDRAFT_105176-t26_1,0,0,OTHER
TRIREDRAFT_105187-t26_1,0,0,OTHER
TRIREDRAFT_105189-t26_1,0,0,OTHER
TRIREDRAFT_105190-t26_1,0,0,OTHER
TRIREDRAFT_105191-t26_1,0,0,OTHER
TRIREDRAFT_105192-t26_1,0,0,OTHER
TRIREDRAFT_105196-t26_1,0,0,OTHER
TRIREDRAFT_105202-t26_1,0,0,OTHER
TRIREDRAFT_105206-t26_1,0,0,OTHER
TRIREDRAFT_105216-t26_1,0,0,OTHER
TRIREDRAFT_105220-t26_1,0,0,OTHER
TRIREDRAFT_105233-t26_1,0,0,OTHER
TRIREDRAFT_105238-t26_1,0,0,OTHER
TRIREDRAFT_105239-t26_1,0,0,OTHER
TRIREDRAFT_105242-t26_1,0,0,OTHER
TRIREDRAFT_105251-t26_1,0,0,OTHER
TRIREDRAFT_105255-t26_1,0,0,OTHER
TRIREDRAFT_105260-t26_1,0,0,OTHER
TRIREDRAFT_105263-t26_1,0,0,OTHER
TRIREDRAFT_105269-t26_1,0,0,OTHER
TRIREDRAFT_105282-t26_1,0,0,OTHER
TRIREDRAFT_105286-t26_1,0,0,OTHER
TRIREDRAFT_105287-t26_1,0,0,OTHER
TRIREDRAFT_105290-t26_1,0,0,OTHER
TRIREDRAFT_105307-t26_1,0,0,OTHER
TRIREDRAFT_105330-t26_1,0,0,OTHER
TRIREDRAFT_105338-t26_1,0,0,OTHER
TRIREDRAFT_105342-t26_1,0,0,OTHER
TRIREDRAFT_105346-t26_1,0,0,OTHER
TRIREDRAFT_105349-t26_1,0,0,OTHER
TRIREDRAFT_105351-t26_1,0,0,OTHER
TRIREDRAFT_105356-t26_1,0,0,OTHER
TRIREDRAFT_105363-t26_1,0,0,OTHER
TRIREDRAFT_105379-t26_1,0,0,OTHER
TRIREDRAFT_105381-t26_1,0,0,OTHER
TRIREDRAFT_105383-t26_1,0,0,OTHER
TRIREDRAFT_105385-t26_1,0,0,OTHER
TRIREDRAFT_105386-t26_1,0,0,OTHER
TRIREDRAFT_105389-t26_1,0,0,OTHER
TRIREDRAFT_105391-t26_1,0,0,OTHER
TRIREDRAFT_105393-t26_1,0,0,OTHER
TRIREDRAFT_105401-t26_1,0,0,OTHER
TRIREDRAFT_105406-t26_1,0,0,OTHER
TRIREDRAFT_105407-t26_1,0,0,OTHER
TRIREDRAFT_105408-t26_1,0,0,OTHER
TRIREDRAFT_105409-t26_1,0,0,OTHER
TRIREDRAFT_105420-t26_1,0,0,OTHER
TRIREDRAFT_105423-t26_1,0,0,OTHER
TRIREDRAFT_105432-t26_1,0,0,OTHER
TRIREDRAFT_105445-t26_1,0,0,OTHER
TRIREDRAFT_105447-t26_1,0,0,OTHER
TRIREDRAFT_105448-t26_1,0,0,OTHER
TRIREDRAFT_105449-t26_1,0,0,OTHER
TRIREDRAFT_105455-t26_1,0,0,OTHER
TRIREDRAFT_105458-t26_1,0,0,OTHER
TRIREDRAFT_105465-t26_1,0,0,OTHER
TRIREDRAFT_105466-t26_1,0,0,OTHER
TRIREDRAFT_105467-t26_1,0,0,OTHER
TRIREDRAFT_105475-t26_1,0,0,OTHER
TRIREDRAFT_105479-t26_1,0,0,OTHER
TRIREDRAFT_105488-t26_1,0,0,OTHER
TRIREDRAFT_105514-t26_1,0,0,OTHER
TRIREDRAFT_105515-t26_1,0,0,OTHER
TRIREDRAFT_105518-t26_1,0,0,OTHER
TRIREDRAFT_105520-t26_1,0,0,OTHER
TRIREDRAFT_105524-t26_1,0,0,OTHER
TRIREDRAFT_105532-t26_1,0,0,OTHER
TRIREDRAFT_105535-t26_1,0,0,OTHER
TRIREDRAFT_105537-t26_1,0,0,OTHER
TRIREDRAFT_105538-t26_1,0,0,OTHER
TRIREDRAFT_105540-t26_1,0,0,OTHER
TRIREDRAFT_105556-t26_1,0,0,OTHER
TRIREDRAFT_105557-t26_1,0,0,OTHER
TRIREDRAFT_105565-t26_1,0,0,OTHER
TRIREDRAFT_105589-t26_1,0,0,OTHER
TRIREDRAFT_105593-t26_1,0,0,OTHER
TRIREDRAFT_105597-t26_1,0,0,OTHER
TRIREDRAFT_105613-t26_1,0,0,OTHER
TRIREDRAFT_105617-t26_1,0,0,OTHER
TRIREDRAFT_105628-t26_1,0,0,OTHER
TRIREDRAFT_105631-t26_1,0,0,OTHER
TRIREDRAFT_105636-t26_1,0,0,OTHER
TRIREDRAFT_105643-t26_1,0,0,OTHER
TRIREDRAFT_105647-t26_1,0,0,OTHER
TRIREDRAFT_105650-t26_1,0,0,OTHER
TRIREDRAFT_105652-t26_1,0,0,OTHER
TRIREDRAFT_105676-t26_1,0,0,OTHER
TRIREDRAFT_105682-t26_1,0,0,OTHER
TRIREDRAFT_105692-t26_1,0,0,OTHER
TRIREDRAFT_105701-t26_1,0,0,OTHER
TRIREDRAFT_105707-t26_1,0,0,OTHER
TRIREDRAFT_105710-t26_1,0,0,OTHER
TRIREDRAFT_105718-t26_1,0,0,OTHER
TRIREDRAFT_105722-t26_1,0,0,OTHER
TRIREDRAFT_105748-t26_1,0,0,OTHER
TRIREDRAFT_105765-t26_1,0,0,OTHER
TRIREDRAFT_105771-t26_1,0,0,OTHER
TRIREDRAFT_105775-t26_1,0,0,OTHER
TRIREDRAFT_105784-t26_1,0,0,OTHER
TRIREDRAFT_105787-t26_1,0,0,OTHER
TRIREDRAFT_105804-t26_1,0,0,OTHER
TRIREDRAFT_105805-t26_1,0,0,OTHER
TRIREDRAFT_105810-t26_1,0,0,OTHER
TRIREDRAFT_105823-t26_1,0,0,OTHER
TRIREDRAFT_105832-t26_1,0,0,OTHER
TRIREDRAFT_105838-t26_1,0,0,OTHER
TRIREDRAFT_105843-t26_1,0,0,OTHER
TRIREDRAFT_105847-t26_1,0,0,OTHER
TRIREDRAFT_105848-t26_1,0,0,OTHER
TRIREDRAFT_105851-t26_1,0,0,OTHER
TRIREDRAFT_105854-t26_1,0,0,OTHER
TRIREDRAFT_105863-t26_1,0,0,OTHER
TRIREDRAFT_105864-t26_1,0,0,OTHER
TRIREDRAFT_105866-t26_1,0,0,OTHER
TRIREDRAFT_105867-t26_1,0,0,OTHER
TRIREDRAFT_105868-t26_1,0,0,OTHER
TRIREDRAFT_105870-t26_1,0,0,OTHER
TRIREDRAFT_105880-t26_1,0,0,OTHER
TRIREDRAFT_105882-t26_1,0,0,OTHER
TRIREDRAFT_105884-t26_1,0,0,OTHER
TRIREDRAFT_105888-t26_1,0,0,OTHER
TRIREDRAFT_105891-t26_1,0,0,OTHER
TRIREDRAFT_105894-t26_1,0,0,OTHER
TRIREDRAFT_105904-t26_1,0,0,OTHER
TRIREDRAFT_105912-t26_1,0,0,OTHER
TRIREDRAFT_105917-t26_1,0,0,OTHER
TRIREDRAFT_105924-t26_1,0,0,OTHER
TRIREDRAFT_105938-t26_1,0,0,OTHER
TRIREDRAFT_105968-t26_1,0,0,OTHER
TRIREDRAFT_105969-t26_1,0,0,OTHER
TRIREDRAFT_105970-t26_1,0,0,OTHER
TRIREDRAFT_105975-t26_1,0,0,OTHER
TRIREDRAFT_105978-t26_1,0,0,OTHER
TRIREDRAFT_105979-t26_1,0,0,OTHER
TRIREDRAFT_105983-t26_1,0,0,OTHER
TRIREDRAFT_105989-t26_1,0,0,OTHER
TRIREDRAFT_105994-t26_1,0,0,OTHER
TRIREDRAFT_106009-t26_1,0,0,OTHER
TRIREDRAFT_106014-t26_1,0,0,OTHER
TRIREDRAFT_106016-t26_1,0,0,OTHER
TRIREDRAFT_106018-t26_1,0,0,OTHER
TRIREDRAFT_106023-t26_1,0,0,OTHER
TRIREDRAFT_106029-t26_1,0,0,OTHER
TRIREDRAFT_106035-t26_1,0,0,OTHER
TRIREDRAFT_106037-t26_1,0,0,OTHER
TRIREDRAFT_106039-t26_1,0,0,OTHER
TRIREDRAFT_106043-t26_1,0,0,OTHER
TRIREDRAFT_106048-t26_1,0,0,OTHER
TRIREDRAFT_106049-t26_1,0,0,OTHER
TRIREDRAFT_106051-t26_1,0,0,OTHER
TRIREDRAFT_106064-t26_1,0,0,OTHER
TRIREDRAFT_106067-t26_1,0,0,OTHER
TRIREDRAFT_106081-t26_1,0,0,OTHER
TRIREDRAFT_106089-t26_1,0,0,OTHER
TRIREDRAFT_106107-t26_1,0,0,OTHER
TRIREDRAFT_106108-t26_1,0,0,OTHER
TRIREDRAFT_106111-t26_1,0,0,OTHER
TRIREDRAFT_106113-t26_1,0,0,OTHER
TRIREDRAFT_106116-t26_1,0,0,OTHER
TRIREDRAFT_106118-t26_1,0,0,OTHER
TRIREDRAFT_106129-t26_1,0,0,OTHER
TRIREDRAFT_106130-t26_1,0,0,OTHER
TRIREDRAFT_106131-t26_1,0,0,OTHER
TRIREDRAFT_106145-t26_1,0,0,OTHER
TRIREDRAFT_106147-t26_1,0,0,OTHER
TRIREDRAFT_106148-t26_1,0,0,OTHER
TRIREDRAFT_106150-t26_1,0,0,OTHER
TRIREDRAFT_106151-t26_1,0,0,OTHER
TRIREDRAFT_106152-t26_1,0,0,OTHER
TRIREDRAFT_106154-t26_1,0,0,OTHER
TRIREDRAFT_106155-t26_1,0,0,OTHER
TRIREDRAFT_106161-t26_1,0,0,OTHER
TRIREDRAFT_106164-t26_1,0,0,OTHER
TRIREDRAFT_106171-t26_1,0,0,OTHER
TRIREDRAFT_106178-t26_1,0,0,OTHER
TRIREDRAFT_106181-t26_1,0,0,OTHER
TRIREDRAFT_106219-t26_1,0,0,OTHER
TRIREDRAFT_106229-t26_1,0,0,OTHER
TRIREDRAFT_106234-t26_1,0,0,OTHER
TRIREDRAFT_106236-t26_1,0,0,OTHER
TRIREDRAFT_106237-t26_1,0,0,OTHER
TRIREDRAFT_106242-t26_1,0,0,OTHER
TRIREDRAFT_106244-t26_1,0,0,OTHER
TRIREDRAFT_106245-t26_1,0,0,OTHER
TRIREDRAFT_106248-t26_1,0,0,OTHER
TRIREDRAFT_106249-t26_1,0,0,OTHER
TRIREDRAFT_106250-t26_1,0,0,OTHER
TRIREDRAFT_106251-t26_1,0,0,OTHER
TRIREDRAFT_106252-t26_1,0,0,OTHER
TRIREDRAFT_106253-t26_1,0,0,OTHER
TRIREDRAFT_106259-t26_1,0,0,OTHER
TRIREDRAFT_106267-t26_1,0,0,OTHER
TRIREDRAFT_106270-t26_1,0,0,OTHER
TRIREDRAFT_106272-t26_1,0,0,OTHER
TRIREDRAFT_106274-t26_1,0,0,OTHER
TRIREDRAFT_106276-t26_1,0,0,OTHER
TRIREDRAFT_106283-t26_1,0,0,OTHER
TRIREDRAFT_106287-t26_1,0,0,OTHER
TRIREDRAFT_106294-t26_1,0,0,OTHER
TRIREDRAFT_106296-t26_1,0,0,OTHER
TRIREDRAFT_106308-t26_1,0,0,OTHER
TRIREDRAFT_106309-t26_1,0,0,OTHER
TRIREDRAFT_106314-t26_1,0,0,OTHER
TRIREDRAFT_106315-t26_1,0,0,OTHER
TRIREDRAFT_106321-t26_1,0,0,OTHER
TRIREDRAFT_106331-t26_1,0,0,OTHER
TRIREDRAFT_106337-t26_1,0,0,OTHER
TRIREDRAFT_106342-t26_1,0,0,OTHER
TRIREDRAFT_106357-t26_1,0,0,OTHER
TRIREDRAFT_106362-t26_1,0,0,OTHER
TRIREDRAFT_106370-t26_1,0,0,OTHER
TRIREDRAFT_106429-t26_1,0,0,OTHER
TRIREDRAFT_106437-t26_1,0,0,OTHER
TRIREDRAFT_106444-t26_1,0,0,OTHER
TRIREDRAFT_106452-t26_1,0,0,OTHER
TRIREDRAFT_106467-t26_1,0,0,OTHER
TRIREDRAFT_106470-t26_1,0,0,OTHER
TRIREDRAFT_106471-t26_1,0,0,OTHER
TRIREDRAFT_106473-t26_1,0,0,OTHER
TRIREDRAFT_106475-t26_1,0,0,OTHER
TRIREDRAFT_106476-t26_1,0,0,OTHER
TRIREDRAFT_106479-t26_1,0,0,OTHER
TRIREDRAFT_106480-t26_1,0,0,OTHER
TRIREDRAFT_106482-t26_1,0,0,OTHER
TRIREDRAFT_106484-t26_1,0,0,OTHER
TRIREDRAFT_106486-t26_1,0,0,OTHER
TRIREDRAFT_106487-t26_1,0,0,OTHER
TRIREDRAFT_106488-t26_1,0,0,OTHER
TRIREDRAFT_106491-t26_1,0,0,OTHER
TRIREDRAFT_106492-t26_1,0,0,OTHER
TRIREDRAFT_106493-t26_1,0,0,OTHER
TRIREDRAFT_106494-t26_1,0,0,OTHER
TRIREDRAFT_106499-t26_1,0,0,OTHER
TRIREDRAFT_106516-t26_1,0,0,OTHER
TRIREDRAFT_106531-t26_1,0,0,OTHER
TRIREDRAFT_106533-t26_1,0,0,OTHER
TRIREDRAFT_106537-t26_1,0,0,OTHER
TRIREDRAFT_106539-t26_1,0,0,OTHER
TRIREDRAFT_106564-t26_1,0,0,OTHER
TRIREDRAFT_106569-t26_1,0,0,OTHER
TRIREDRAFT_106570-t26_1,0,0,OTHER
TRIREDRAFT_106583-t26_1,0,0,OTHER
TRIREDRAFT_106586-t26_1,0,0,OTHER
TRIREDRAFT_106591-t26_1,0,0,OTHER
TRIREDRAFT_106595-t26_1,0,0,OTHER
TRIREDRAFT_106603-t26_1,0,0,OTHER
TRIREDRAFT_106605-t26_1,0,0,OTHER
TRIREDRAFT_106606-t26_1,0,0,OTHER
TRIREDRAFT_106607-t26_1,0,0,OTHER
TRIREDRAFT_106617-t26_1,0,0,OTHER
TRIREDRAFT_106624-t26_1,0,0,OTHER
TRIREDRAFT_106625-t26_1,0,0,OTHER
TRIREDRAFT_106626-t26_1,0,0,OTHER
TRIREDRAFT_106627-t26_1,0,0,OTHER
TRIREDRAFT_106636-t26_1,0,0,OTHER
TRIREDRAFT_106640-t26_1,0,0,OTHER
TRIREDRAFT_106641-t26_1,0,0,OTHER
TRIREDRAFT_106642-t26_1,0,0,OTHER
TRIREDRAFT_106645-t26_1,0,0,OTHER
TRIREDRAFT_106646-t26_1,0,0,OTHER
TRIREDRAFT_106649-t26_1,0,0,OTHER
TRIREDRAFT_106654-t26_1,0,0,OTHER
TRIREDRAFT_106657-t26_1,0,0,OTHER
TRIREDRAFT_106660-t26_1,0,0,OTHER
TRIREDRAFT_106661-t26_1,0,0,OTHER
TRIREDRAFT_106676-t26_1,0,0,OTHER
TRIREDRAFT_106677-t26_1,0,0,OTHER
TRIREDRAFT_106680-t26_1,0,0,OTHER
TRIREDRAFT_106686-t26_1,0,0,OTHER
TRIREDRAFT_106695-t26_1,0,0,OTHER
TRIREDRAFT_106697-t26_1,0,0,OTHER
TRIREDRAFT_106706-t26_1,0,0,OTHER
TRIREDRAFT_106720-t26_1,0,0,OTHER
TRIREDRAFT_106730-t26_1,0,0,OTHER
TRIREDRAFT_106731-t26_1,0,0,OTHER
TRIREDRAFT_106743-t26_1,0,0,OTHER
TRIREDRAFT_106744-t26_1,0,0,OTHER
TRIREDRAFT_106755-t26_1,0,0,OTHER
TRIREDRAFT_106761-t26_1,0,0,OTHER
TRIREDRAFT_106769-t26_1,0,0,OTHER
TRIREDRAFT_106797-t26_1,0,0,OTHER
TRIREDRAFT_106798-t26_1,0,0,OTHER
TRIREDRAFT_106801-t26_1,0,0,OTHER
TRIREDRAFT_106812-t26_1,0,0,OTHER
TRIREDRAFT_106818-t26_1,0,0,OTHER
TRIREDRAFT_106828-t26_1,0,0,OTHER
TRIREDRAFT_106829-t26_1,0,0,OTHER
TRIREDRAFT_106834-t26_1,0,0,OTHER
TRIREDRAFT_106868-t26_1,0,0,OTHER
TRIREDRAFT_106869-t26_1,0,0,OTHER
TRIREDRAFT_106874-t26_1,0,0,OTHER
TRIREDRAFT_106877-t26_1,0,0,OTHER
TRIREDRAFT_106885-t26_1,0,0,OTHER
TRIREDRAFT_106895-t26_1,0,0,OTHER
TRIREDRAFT_106900-t26_1,0,0,OTHER
TRIREDRAFT_106928-t26_1,0,0,OTHER
TRIREDRAFT_106939-t26_1,0,0,OTHER
TRIREDRAFT_106947-t26_1,0,0,OTHER
TRIREDRAFT_106951-t26_1,0,0,OTHER
TRIREDRAFT_106958-t26_1,0,0,OTHER
TRIREDRAFT_106960-t26_1,0,0,OTHER
TRIREDRAFT_106962-t26_1,0,0,OTHER
TRIREDRAFT_106981-t26_1,0,0,OTHER
TRIREDRAFT_106982-t26_1,0,0,OTHER
TRIREDRAFT_107002-t26_1,0,0,OTHER
TRIREDRAFT_107003-t26_1,0,0,OTHER
TRIREDRAFT_107005-t26_1,0,0,OTHER
TRIREDRAFT_107008-t26_1,0,0,OTHER
TRIREDRAFT_107014-t26_1,0,0,OTHER
TRIREDRAFT_107031-t26_1,0,0,OTHER
TRIREDRAFT_107032-t26_1,0,0,OTHER
TRIREDRAFT_107035-t26_1,0,0,OTHER
TRIREDRAFT_107045-t26_1,0,0,OTHER
TRIREDRAFT_107055-t26_1,0,0,OTHER
TRIREDRAFT_107058-t26_1,0,0,OTHER
TRIREDRAFT_107068-t26_1,0,0,OTHER
TRIREDRAFT_107070-t26_1,0,0,OTHER
TRIREDRAFT_107071-t26_1,0,0,OTHER
TRIREDRAFT_107072-t26_1,0,0,OTHER
TRIREDRAFT_107073-t26_1,0,0,OTHER
TRIREDRAFT_107076-t26_1,0,0,OTHER
TRIREDRAFT_107078-t26_1,0,0,OTHER
TRIREDRAFT_107082-t26_1,0,0,OTHER
TRIREDRAFT_107107-t26_1,0,0,OTHER
TRIREDRAFT_107111-t26_1,0,0,OTHER
TRIREDRAFT_107112-t26_1,0,0,OTHER
TRIREDRAFT_107124-t26_1,0,0,OTHER
TRIREDRAFT_107140-t26_1,0,0,OTHER
TRIREDRAFT_107141-t26_1,0,0,OTHER
TRIREDRAFT_107144-t26_1,0,0,OTHER
TRIREDRAFT_107146-t26_1,0,0,OTHER
TRIREDRAFT_107151-t26_1,0,0,OTHER
TRIREDRAFT_107158-t26_1,0,0,OTHER
TRIREDRAFT_107168-t26_1,0,0,OTHER
TRIREDRAFT_107172-t26_1,0,0,OTHER
TRIREDRAFT_107185-t26_1,0,0,OTHER
TRIREDRAFT_107194-t26_1,0,0,OTHER
TRIREDRAFT_107197-t26_1,0,0,OTHER
TRIREDRAFT_107202-t26_1,0,0,OTHER
TRIREDRAFT_107206-t26_1,0,0,OTHER
TRIREDRAFT_107207-t26_1,0,0,OTHER
TRIREDRAFT_107217-t26_1,0,0,OTHER
TRIREDRAFT_107218-t26_1,0,0,OTHER
TRIREDRAFT_107229-t26_1,0,0,OTHER
TRIREDRAFT_107239-t26_1,0,0,OTHER
TRIREDRAFT_107244-t26_1,0,0,OTHER
TRIREDRAFT_107245-t26_1,0,0,OTHER
TRIREDRAFT_107253-t26_1,0,0,OTHER
TRIREDRAFT_107255-t26_1,0,0,OTHER
TRIREDRAFT_107260-t26_1,0,0,OTHER
TRIREDRAFT_107263-t26_1,0,0,OTHER
TRIREDRAFT_107268-t26_1,0,0,OTHER
TRIREDRAFT_107278-t26_1,0,0,OTHER
TRIREDRAFT_107282-t26_1,0,0,OTHER
TRIREDRAFT_107297-t26_1,0,0,OTHER
TRIREDRAFT_107300-t26_1,0,0,OTHER
TRIREDRAFT_107306-t26_1,0,0,OTHER
TRIREDRAFT_107323-t26_1,0,0,OTHER
TRIREDRAFT_107329-t26_1,0,0,OTHER
TRIREDRAFT_107335-t26_1,0,0,OTHER
TRIREDRAFT_107338-t26_1,0,0,OTHER
TRIREDRAFT_107339-t26_1,0,0,OTHER
TRIREDRAFT_107340-t26_1,0,0,OTHER
TRIREDRAFT_107346-t26_1,0,0,OTHER
TRIREDRAFT_107349-t26_1,0,0,OTHER
TRIREDRAFT_107357-t26_1,0,0,OTHER
TRIREDRAFT_107358-t26_1,0,0,OTHER
TRIREDRAFT_107369-t26_1,0,0,OTHER
TRIREDRAFT_107374-t26_1,0,0,OTHER
TRIREDRAFT_107383-t26_1,0,0,OTHER
TRIREDRAFT_107385-t26_1,0,0,OTHER
