seqid,phobius_start,phobius_end,phobius_type
tr|A0A1B2JAB5|A0A1B2JAB5_PICPA,0,0,OTHER
tr|A0A1B2JAB7|A0A1B2JAB7_PICPA,0,0,OTHER
tr|A0A1B2JAB8|A0A1B2JAB8_PICPA,0,0,OTHER
tr|A0A1B2JAB9|A0A1B2JAB9_PICPA,0,0,OTHER
tr|A0A1B2JAC2|A0A1B2JAC2_PICPA,0,0,OTHER
tr|A0A1B2JAC6|A0A1B2JAC6_PICPA,0,0,OTHER
tr|A0A1B2JAC8|A0A1B2JAC8_PICPA,0,0,OTHER
tr|A0A1B2JAC9|A0A1B2JAC9_PICPA,0,0,OTHER
tr|A0A1B2JAD0|A0A1B2JAD0_PICPA,0,0,OTHER
tr|A0A1B2JAD1|A0A1B2JAD1_PICPA,0,0,OTHER
tr|A0A1B2JAD2|A0A1B2JAD2_PICPA,0,0,OTHER
tr|A0A1B2JAD4|A0A1B2JAD4_PICPA,0,0,OTHER
tr|A0A1B2JAD6|A0A1B2JAD6_PICPA,0,0,OTHER
tr|A0A1B2JAD7|A0A1B2JAD7_PICPA,0,0,OTHER
tr|A0A1B2JAD8|A0A1B2JAD8_PICPA,0,0,OTHER
tr|A0A1B2JAE0|A0A1B2JAE0_PICPA,0,0,OTHER
tr|A0A1B2JAE1|A0A1B2JAE1_PICPA,0,0,OTHER
tr|A0A1B2JAE2|A0A1B2JAE2_PICPA,0,0,OTHER
tr|A0A1B2JAE5|A0A1B2JAE5_PICPA,0,0,OTHER
tr|A0A1B2JAE9|A0A1B2JAE9_PICPA,0,0,OTHER
tr|A0A1B2JAF4|A0A1B2JAF4_PICPA,0,0,OTHER
tr|A0A1B2JAF8|A0A1B2JAF8_PICPA,0,0,OTHER
tr|A0A1B2JAG1|A0A1B2JAG1_PICPA,0,0,OTHER
tr|A0A1B2JAG3|A0A1B2JAG3_PICPA,0,0,OTHER
tr|A0A1B2JAG5|A0A1B2JAG5_PICPA,0,0,OTHER
tr|A0A1B2JAG6|A0A1B2JAG6_PICPA,0,0,OTHER
tr|A0A1B2JAG9|A0A1B2JAG9_PICPA,0,0,OTHER
tr|A0A1B2JAH3|A0A1B2JAH3_PICPA,0,0,OTHER
tr|A0A1B2JAH7|A0A1B2JAH7_PICPA,0,0,OTHER
tr|A0A1B2JAH9|A0A1B2JAH9_PICPA,0,0,OTHER
tr|A0A1B2JAI2|A0A1B2JAI2_PICPA,0,0,OTHER
tr|A0A1B2JAI3|A0A1B2JAI3_PICPA,0,0,OTHER
tr|A0A1B2JAI5|A0A1B2JAI5_PICPA,0,0,OTHER
tr|A0A1B2JAJ1|A0A1B2JAJ1_PICPA,0,0,OTHER
tr|A0A1B2JAJ5|A0A1B2JAJ5_PICPA,0,0,OTHER
tr|A0A1B2JAJ7|A0A1B2JAJ7_PICPA,0,0,OTHER
tr|A0A1B2JAK2|A0A1B2JAK2_PICPA,0,0,OTHER
tr|A0A1B2JAK5|A0A1B2JAK5_PICPA,0,0,OTHER
tr|A0A1B2JAK8|A0A1B2JAK8_PICPA,0,0,OTHER
tr|A0A1B2JAK9|A0A1B2JAK9_PICPA,0,0,OTHER
tr|A0A1B2JAL1|A0A1B2JAL1_PICPA,0,0,OTHER
tr|A0A1B2JAL7|A0A1B2JAL7_PICPA,0,0,OTHER
tr|A0A1B2JAM7|A0A1B2JAM7_PICPA,0,0,OTHER
tr|A0A1B2JAN0|A0A1B2JAN0_PICPA,0,0,OTHER
tr|A0A1B2JAN8|A0A1B2JAN8_PICPA,0,0,OTHER
tr|A0A1B2JAP6|A0A1B2JAP6_PICPA,0,0,OTHER
tr|A0A1B2JAQ2|A0A1B2JAQ2_PICPA,0,0,OTHER
tr|A0A1B2JAQ3|A0A1B2JAQ3_PICPA,0,0,OTHER
tr|A0A1B2JAQ4|A0A1B2JAQ4_PICPA,0,0,OTHER
tr|A0A1B2JAQ6|A0A1B2JAQ6_PICPA,0,0,OTHER
tr|A0A1B2JAR0|A0A1B2JAR0_PICPA,0,0,OTHER
tr|A0A1B2JAR2|A0A1B2JAR2_PICPA,0,0,OTHER
tr|A0A1B2JAR5|A0A1B2JAR5_PICPA,0,0,OTHER
tr|A0A1B2JAS0|A0A1B2JAS0_PICPA,0,0,OTHER
tr|A0A1B2JAS1|A0A1B2JAS1_PICPA,0,0,OTHER
tr|A0A1B2JAS5|A0A1B2JAS5_PICPA,0,0,OTHER
tr|A0A1B2JAS7|A0A1B2JAS7_PICPA,0,0,OTHER
tr|A0A1B2JAS9|A0A1B2JAS9_PICPA,0,0,OTHER
tr|A0A1B2JAT0|A0A1B2JAT0_PICPA,0,0,OTHER
tr|A0A1B2JAT8|A0A1B2JAT8_PICPA,0,0,OTHER
tr|A0A1B2JAU9|A0A1B2JAU9_PICPA,0,0,OTHER
tr|A0A1B2JAV8|A0A1B2JAV8_PICPA,0,0,OTHER
tr|A0A1B2JAV9|A0A1B2JAV9_PICPA,0,0,OTHER
tr|A0A1B2JAW5|A0A1B2JAW5_PICPA,0,0,OTHER
tr|A0A1B2JAW6|A0A1B2JAW6_PICPA,0,0,OTHER
tr|A0A1B2JAW9|A0A1B2JAW9_PICPA,0,0,OTHER
tr|A0A1B2JAX1|A0A1B2JAX1_PICPA,0,0,OTHER
tr|A0A1B2JAY0|A0A1B2JAY0_PICPA,0,0,OTHER
tr|A0A1B2JAY1|A0A1B2JAY1_PICPA,0,0,OTHER
tr|A0A1B2JAY4|A0A1B2JAY4_PICPA,0,0,OTHER
tr|A0A1B2JAY7|A0A1B2JAY7_PICPA,0,0,OTHER
tr|A0A1B2JAY8|A0A1B2JAY8_PICPA,0,0,OTHER
tr|A0A1B2JAZ1|A0A1B2JAZ1_PICPA,0,0,OTHER
tr|A0A1B2JAZ2|A0A1B2JAZ2_PICPA,0,0,OTHER
tr|A0A1B2JAZ3|A0A1B2JAZ3_PICPA,0,0,OTHER
tr|A0A1B2JAZ7|A0A1B2JAZ7_PICPA,0,0,OTHER
tr|A0A1B2JAZ8|A0A1B2JAZ8_PICPA,0,0,OTHER
tr|A0A1B2JB05|A0A1B2JB05_PICPA,0,0,OTHER
tr|A0A1B2JB08|A0A1B2JB08_PICPA,0,0,OTHER
tr|A0A1B2JB10|A0A1B2JB10_PICPA,0,0,OTHER
tr|A0A1B2JB12|A0A1B2JB12_PICPA,0,0,OTHER
tr|A0A1B2JB13|A0A1B2JB13_PICPA,0,0,OTHER
tr|A0A1B2JB17|A0A1B2JB17_PICPA,0,0,OTHER
tr|A0A1B2JB19|A0A1B2JB19_PICPA,0,0,OTHER
tr|A0A1B2JB22|A0A1B2JB22_PICPA,0,0,OTHER
tr|A0A1B2JB25|A0A1B2JB25_PICPA,0,0,OTHER
tr|A0A1B2JB28|A0A1B2JB28_PICPA,0,0,OTHER
tr|A0A1B2JB31|A0A1B2JB31_PICPA,0,0,OTHER
tr|A0A1B2JB32|A0A1B2JB32_PICPA,0,0,OTHER
tr|A0A1B2JB36|A0A1B2JB36_PICPA,0,0,OTHER
tr|A0A1B2JB37|A0A1B2JB37_PICPA,0,0,OTHER
tr|A0A1B2JB42|A0A1B2JB42_PICPA,0,0,OTHER
tr|A0A1B2JB51|A0A1B2JB51_PICPA,0,0,OTHER
tr|A0A1B2JB52|A0A1B2JB52_PICPA,0,0,OTHER
tr|A0A1B2JB53|A0A1B2JB53_PICPA,0,0,OTHER
tr|A0A1B2JB57|A0A1B2JB57_PICPA,0,0,OTHER
tr|A0A1B2JB58|A0A1B2JB58_PICPA,0,0,OTHER
tr|A0A1B2JB60|A0A1B2JB60_PICPA,0,0,OTHER
tr|A0A1B2JB62|A0A1B2JB62_PICPA,0,0,OTHER
tr|A0A1B2JB64|A0A1B2JB64_PICPA,0,0,OTHER
tr|A0A1B2JB69|A0A1B2JB69_PICPA,0,0,OTHER
tr|A0A1B2JB75|A0A1B2JB75_PICPA,0,0,OTHER
tr|A0A1B2JB78|A0A1B2JB78_PICPA,0,0,OTHER
tr|A0A1B2JB79|A0A1B2JB79_PICPA,0,0,OTHER
tr|A0A1B2JB82|A0A1B2JB82_PICPA,0,0,OTHER
tr|A0A1B2JB84|A0A1B2JB84_PICPA,0,0,OTHER
tr|A0A1B2JB85|A0A1B2JB85_PICPA,0,0,OTHER
tr|A0A1B2JB89|A0A1B2JB89_PICPA,0,0,OTHER
tr|A0A1B2JBA1|A0A1B2JBA1_PICPA,0,0,OTHER
tr|A0A1B2JBA5|A0A1B2JBA5_PICPA,0,0,OTHER
tr|A0A1B2JBA8|A0A1B2JBA8_PICPA,0,0,OTHER
tr|A0A1B2JBB1|A0A1B2JBB1_PICPA,0,0,OTHER
tr|A0A1B2JBB7|A0A1B2JBB7_PICPA,0,0,OTHER
tr|A0A1B2JBC0|A0A1B2JBC0_PICPA,0,0,OTHER
tr|A0A1B2JBC1|A0A1B2JBC1_PICPA,0,0,OTHER
tr|A0A1B2JBC3|A0A1B2JBC3_PICPA,0,0,OTHER
tr|A0A1B2JBC4|A0A1B2JBC4_PICPA,0,0,OTHER
tr|A0A1B2JBC7|A0A1B2JBC7_PICPA,0,0,OTHER
tr|A0A1B2JBC8|A0A1B2JBC8_PICPA,0,0,OTHER
tr|A0A1B2JBC9|A0A1B2JBC9_PICPA,0,0,OTHER
tr|A0A1B2JBD3|A0A1B2JBD3_PICPA,0,0,OTHER
tr|A0A1B2JBD8|A0A1B2JBD8_PICPA,0,0,OTHER
tr|A0A1B2JBE1|A0A1B2JBE1_PICPA,0,0,OTHER
tr|A0A1B2JBE2|A0A1B2JBE2_PICPA,0,0,OTHER
tr|A0A1B2JBE6|A0A1B2JBE6_PICPA,0,0,OTHER
tr|A0A1B2JBE7|A0A1B2JBE7_PICPA,0,0,OTHER
tr|A0A1B2JBE8|A0A1B2JBE8_PICPA,0,0,OTHER
tr|A0A1B2JBF3|A0A1B2JBF3_PICPA,0,0,OTHER
tr|A0A1B2JBF4|A0A1B2JBF4_PICPA,0,0,OTHER
tr|A0A1B2JBF6|A0A1B2JBF6_PICPA,0,0,OTHER
tr|A0A1B2JBF7|A0A1B2JBF7_PICPA,0,0,OTHER
tr|A0A1B2JBG7|A0A1B2JBG7_PICPA,0,0,OTHER
tr|A0A1B2JBH0|A0A1B2JBH0_PICPA,0,0,OTHER
tr|A0A1B2JBH1|A0A1B2JBH1_PICPA,0,0,OTHER
tr|A0A1B2JBH4|A0A1B2JBH4_PICPA,0,0,OTHER
tr|A0A1B2JBH6|A0A1B2JBH6_PICPA,0,0,OTHER
tr|A0A1B2JBH8|A0A1B2JBH8_PICPA,0,0,OTHER
tr|A0A1B2JBI1|A0A1B2JBI1_PICPA,0,0,OTHER
tr|A0A1B2JBI2|A0A1B2JBI2_PICPA,0,0,OTHER
tr|A0A1B2JBI5|A0A1B2JBI5_PICPA,0,0,OTHER
tr|A0A1B2JBJ6|A0A1B2JBJ6_PICPA,0,0,OTHER
tr|A0A1B2JBJ8|A0A1B2JBJ8_PICPA,0,0,OTHER
tr|A0A1B2JBJ9|A0A1B2JBJ9_PICPA,0,0,OTHER
tr|A0A1B2JBK1|A0A1B2JBK1_PICPA,0,0,OTHER
tr|A0A1B2JBK3|A0A1B2JBK3_PICPA,0,0,OTHER
tr|A0A1B2JBK5|A0A1B2JBK5_PICPA,0,0,OTHER
tr|A0A1B2JBK9|A0A1B2JBK9_PICPA,0,0,OTHER
tr|A0A1B2JBL1|A0A1B2JBL1_PICPA,0,0,OTHER
tr|A0A1B2JBL3|A0A1B2JBL3_PICPA,0,0,OTHER
tr|A0A1B2JBL4|A0A1B2JBL4_PICPA,0,0,OTHER
tr|A0A1B2JBL5|A0A1B2JBL5_PICPA,0,0,OTHER
tr|A0A1B2JBL6|A0A1B2JBL6_PICPA,0,0,OTHER
tr|A0A1B2JBM0|A0A1B2JBM0_PICPA,0,0,OTHER
tr|A0A1B2JBN2|A0A1B2JBN2_PICPA,0,0,OTHER
tr|A0A1B2JBP5|A0A1B2JBP5_PICPA,0,0,OTHER
tr|A0A1B2JBP8|A0A1B2JBP8_PICPA,0,0,OTHER
tr|A0A1B2JBP9|A0A1B2JBP9_PICPA,0,0,OTHER
tr|A0A1B2JBQ0|A0A1B2JBQ0_PICPA,0,0,OTHER
tr|A0A1B2JBQ6|A0A1B2JBQ6_PICPA,0,0,OTHER
tr|A0A1B2JBQ8|A0A1B2JBQ8_PICPA,0,0,OTHER
tr|A0A1B2JBQ9|A0A1B2JBQ9_PICPA,0,0,OTHER
tr|A0A1B2JBR1|A0A1B2JBR1_PICPA,0,0,OTHER
tr|A0A1B2JBR3|A0A1B2JBR3_PICPA,0,0,OTHER
tr|A0A1B2JBR4|A0A1B2JBR4_PICPA,0,0,OTHER
tr|A0A1B2JBR7|A0A1B2JBR7_PICPA,0,0,OTHER
tr|A0A1B2JBR8|A0A1B2JBR8_PICPA,0,0,OTHER
tr|A0A1B2JBS0|A0A1B2JBS0_PICPA,0,0,OTHER
tr|A0A1B2JBS1|A0A1B2JBS1_PICPA,0,0,OTHER
tr|A0A1B2JBS5|A0A1B2JBS5_PICPA,0,0,OTHER
tr|A0A1B2JBS7|A0A1B2JBS7_PICPA,0,0,OTHER
tr|A0A1B2JBT2|A0A1B2JBT2_PICPA,0,0,OTHER
tr|A0A1B2JBT6|A0A1B2JBT6_PICPA,0,0,OTHER
tr|A0A1B2JBU0|A0A1B2JBU0_PICPA,0,0,OTHER
tr|A0A1B2JBU3|A0A1B2JBU3_PICPA,0,0,OTHER
tr|A0A1B2JBU8|A0A1B2JBU8_PICPA,0,0,OTHER
tr|A0A1B2JBV3|A0A1B2JBV3_PICPA,0,0,OTHER
tr|A0A1B2JBV7|A0A1B2JBV7_PICPA,0,0,OTHER
tr|A0A1B2JBV9|A0A1B2JBV9_PICPA,0,0,OTHER
tr|A0A1B2JBW2|A0A1B2JBW2_PICPA,0,0,OTHER
tr|A0A1B2JBW3|A0A1B2JBW3_PICPA,0,0,OTHER
tr|A0A1B2JBW5|A0A1B2JBW5_PICPA,0,0,OTHER
tr|A0A1B2JBW6|A0A1B2JBW6_PICPA,0,0,OTHER
tr|A0A1B2JBW7|A0A1B2JBW7_PICPA,0,0,OTHER
tr|A0A1B2JBX1|A0A1B2JBX1_PICPA,0,0,OTHER
tr|A0A1B2JBX3|A0A1B2JBX3_PICPA,0,0,OTHER
tr|A0A1B2JBX6|A0A1B2JBX6_PICPA,0,0,OTHER
tr|A0A1B2JBX7|A0A1B2JBX7_PICPA,0,0,OTHER
tr|A0A1B2JBY2|A0A1B2JBY2_PICPA,0,0,OTHER
tr|A0A1B2JBY3|A0A1B2JBY3_PICPA,0,0,OTHER
tr|A0A1B2JBY5|A0A1B2JBY5_PICPA,0,0,OTHER
tr|A0A1B2JBY6|A0A1B2JBY6_PICPA,0,0,OTHER
tr|A0A1B2JBY7|A0A1B2JBY7_PICPA,0,0,OTHER
tr|A0A1B2JBZ1|A0A1B2JBZ1_PICPA,0,0,OTHER
tr|A0A1B2JBZ7|A0A1B2JBZ7_PICPA,0,0,OTHER
tr|A0A1B2JC01|A0A1B2JC01_PICPA,0,0,OTHER
tr|A0A1B2JC02|A0A1B2JC02_PICPA,0,0,OTHER
tr|A0A1B2JC03|A0A1B2JC03_PICPA,0,0,OTHER
tr|A0A1B2JC08|A0A1B2JC08_PICPA,0,0,OTHER
tr|A0A1B2JC17|A0A1B2JC17_PICPA,0,0,OTHER
tr|A0A1B2JC23|A0A1B2JC23_PICPA,0,0,OTHER
tr|A0A1B2JC29|A0A1B2JC29_PICPA,0,0,OTHER
tr|A0A1B2JC30|A0A1B2JC30_PICPA,0,0,OTHER
tr|A0A1B2JC31|A0A1B2JC31_PICPA,0,0,OTHER
tr|A0A1B2JC32|A0A1B2JC32_PICPA,0,0,OTHER
tr|A0A1B2JC36|A0A1B2JC36_PICPA,0,0,OTHER
tr|A0A1B2JC37|A0A1B2JC37_PICPA,0,0,OTHER
tr|A0A1B2JC39|A0A1B2JC39_PICPA,0,0,OTHER
tr|A0A1B2JC49|A0A1B2JC49_PICPA,0,0,OTHER
tr|A0A1B2JC52|A0A1B2JC52_PICPA,0,0,OTHER
tr|A0A1B2JC55|A0A1B2JC55_PICPA,0,0,OTHER
tr|A0A1B2JC58|A0A1B2JC58_PICPA,0,0,OTHER
tr|A0A1B2JC60|A0A1B2JC60_PICPA,0,0,OTHER
tr|A0A1B2JC65|A0A1B2JC65_PICPA,0,0,OTHER
tr|A0A1B2JC66|A0A1B2JC66_PICPA,0,0,OTHER
tr|A0A1B2JC67|A0A1B2JC67_PICPA,0,0,OTHER
tr|A0A1B2JC70|A0A1B2JC70_PICPA,0,0,OTHER
tr|A0A1B2JC71|A0A1B2JC71_PICPA,0,0,OTHER
tr|A0A1B2JC73|A0A1B2JC73_PICPA,0,0,OTHER
tr|A0A1B2JC74|A0A1B2JC74_PICPA,0,0,OTHER
tr|A0A1B2JC79|A0A1B2JC79_PICPA,0,0,OTHER
tr|A0A1B2JC80|A0A1B2JC80_PICPA,0,0,OTHER
tr|A0A1B2JC82|A0A1B2JC82_PICPA,0,0,OTHER
tr|A0A1B2JC85|A0A1B2JC85_PICPA,0,0,OTHER
tr|A0A1B2JC89|A0A1B2JC89_PICPA,0,0,OTHER
tr|A0A1B2JC91|A0A1B2JC91_PICPA,0,0,OTHER
tr|A0A1B2JC92|A0A1B2JC92_PICPA,0,0,OTHER
tr|A0A1B2JC95|A0A1B2JC95_PICPA,0,0,OTHER
tr|A0A1B2JC96|A0A1B2JC96_PICPA,0,0,OTHER
tr|A0A1B2JC99|A0A1B2JC99_PICPA,0,0,OTHER
tr|A0A1B2JCA1|A0A1B2JCA1_PICPA,0,0,OTHER
tr|A0A1B2JCA3|A0A1B2JCA3_PICPA,0,0,OTHER
tr|A0A1B2JCA5|A0A1B2JCA5_PICPA,0,0,OTHER
tr|A0A1B2JCA6|A0A1B2JCA6_PICPA,0,0,OTHER
tr|A0A1B2JCA8|A0A1B2JCA8_PICPA,0,0,OTHER
tr|A0A1B2JCB3|A0A1B2JCB3_PICPA,0,0,OTHER
tr|A0A1B2JCB6|A0A1B2JCB6_PICPA,0,0,OTHER
tr|A0A1B2JCB7|A0A1B2JCB7_PICPA,0,0,OTHER
tr|A0A1B2JCB8|A0A1B2JCB8_PICPA,0,0,OTHER
tr|A0A1B2JCC1|A0A1B2JCC1_PICPA,0,0,OTHER
tr|A0A1B2JCC2|A0A1B2JCC2_PICPA,0,0,OTHER
tr|A0A1B2JCC7|A0A1B2JCC7_PICPA,0,0,OTHER
tr|A0A1B2JCD1|A0A1B2JCD1_PICPA,0,0,OTHER
tr|A0A1B2JCD3|A0A1B2JCD3_PICPA,0,0,OTHER
tr|A0A1B2JCD4|A0A1B2JCD4_PICPA,0,0,OTHER
tr|A0A1B2JCD5|A0A1B2JCD5_PICPA,0,0,OTHER
tr|A0A1B2JCD7|A0A1B2JCD7_PICPA,0,0,OTHER
tr|A0A1B2JCE2|A0A1B2JCE2_PICPA,0,0,OTHER
tr|A0A1B2JCE5|A0A1B2JCE5_PICPA,0,0,OTHER
tr|A0A1B2JCE6|A0A1B2JCE6_PICPA,0,0,OTHER
tr|A0A1B2JCF0|A0A1B2JCF0_PICPA,0,0,OTHER
tr|A0A1B2JCF1|A0A1B2JCF1_PICPA,0,0,OTHER
tr|A0A1B2JCF2|A0A1B2JCF2_PICPA,0,0,OTHER
tr|A0A1B2JCF4|A0A1B2JCF4_PICPA,0,0,OTHER
tr|A0A1B2JCF6|A0A1B2JCF6_PICPA,0,0,OTHER
tr|A0A1B2JCG1|A0A1B2JCG1_PICPA,0,0,OTHER
tr|A0A1B2JCH0|A0A1B2JCH0_PICPA,0,0,OTHER
tr|A0A1B2JCH1|A0A1B2JCH1_PICPA,0,0,OTHER
tr|A0A1B2JCI1|A0A1B2JCI1_PICPA,0,0,OTHER
tr|A0A1B2JCI4|A0A1B2JCI4_PICPA,0,0,OTHER
tr|A0A1B2JCI5|A0A1B2JCI5_PICPA,0,0,OTHER
tr|A0A1B2JCI6|A0A1B2JCI6_PICPA,0,0,OTHER
tr|A0A1B2JCJ0|A0A1B2JCJ0_PICPA,0,0,OTHER
tr|A0A1B2JCJ6|A0A1B2JCJ6_PICPA,0,0,OTHER
tr|A0A1B2JCK0|A0A1B2JCK0_PICPA,0,0,OTHER
tr|A0A1B2JCK2|A0A1B2JCK2_PICPA,0,0,OTHER
tr|A0A1B2JCK4|A0A1B2JCK4_PICPA,0,0,OTHER
tr|A0A1B2JCK7|A0A1B2JCK7_PICPA,0,0,OTHER
tr|A0A1B2JCK8|A0A1B2JCK8_PICPA,0,0,OTHER
tr|A0A1B2JCK9|A0A1B2JCK9_PICPA,0,0,OTHER
tr|A0A1B2JCL3|A0A1B2JCL3_PICPA,0,0,OTHER
tr|A0A1B2JCL7|A0A1B2JCL7_PICPA,0,0,OTHER
tr|A0A1B2JCL8|A0A1B2JCL8_PICPA,0,0,OTHER
tr|A0A1B2JCM2|A0A1B2JCM2_PICPA,0,0,OTHER
tr|A0A1B2JCM6|A0A1B2JCM6_PICPA,0,0,OTHER
tr|A0A1B2JCM9|A0A1B2JCM9_PICPA,0,0,OTHER
tr|A0A1B2JCN1|A0A1B2JCN1_PICPA,0,0,OTHER
tr|A0A1B2JCN6|A0A1B2JCN6_PICPA,0,0,OTHER
tr|A0A1B2JCN7|A0A1B2JCN7_PICPA,0,0,OTHER
tr|A0A1B2JCN9|A0A1B2JCN9_PICPA,0,0,OTHER
tr|A0A1B2JCP0|A0A1B2JCP0_PICPA,0,0,OTHER
tr|A0A1B2JCP2|A0A1B2JCP2_PICPA,0,0,OTHER
tr|A0A1B2JCP9|A0A1B2JCP9_PICPA,0,0,OTHER
tr|A0A1B2JCQ2|A0A1B2JCQ2_PICPA,0,0,OTHER
tr|A0A1B2JCQ3|A0A1B2JCQ3_PICPA,0,0,OTHER
tr|A0A1B2JCQ5|A0A1B2JCQ5_PICPA,0,0,OTHER
tr|A0A1B2JCQ7|A0A1B2JCQ7_PICPA,0,0,OTHER
tr|A0A1B2JCQ9|A0A1B2JCQ9_PICPA,0,0,OTHER
tr|A0A1B2JCR0|A0A1B2JCR0_PICPA,0,0,OTHER
tr|A0A1B2JCR3|A0A1B2JCR3_PICPA,0,0,OTHER
tr|A0A1B2JCS0|A0A1B2JCS0_PICPA,0,0,OTHER
tr|A0A1B2JCS1|A0A1B2JCS1_PICPA,0,0,OTHER
tr|A0A1B2JCS4|A0A1B2JCS4_PICPA,0,0,OTHER
tr|A0A1B2JCT5|A0A1B2JCT5_PICPA,0,0,OTHER
tr|A0A1B2JCT7|A0A1B2JCT7_PICPA,0,0,OTHER
tr|A0A1B2JCU1|A0A1B2JCU1_PICPA,0,0,OTHER
tr|A0A1B2JCU2|A0A1B2JCU2_PICPA,0,0,OTHER
tr|A0A1B2JCV0|A0A1B2JCV0_PICPA,0,0,OTHER
tr|A0A1B2JCW4|A0A1B2JCW4_PICPA,0,0,OTHER
tr|A0A1B2JCW8|A0A1B2JCW8_PICPA,0,0,OTHER
tr|A0A1B2JCW9|A0A1B2JCW9_PICPA,0,0,OTHER
tr|A0A1B2JCX3|A0A1B2JCX3_PICPA,0,0,OTHER
tr|A0A1B2JCX6|A0A1B2JCX6_PICPA,0,0,OTHER
tr|A0A1B2JCX9|A0A1B2JCX9_PICPA,0,0,OTHER
tr|A0A1B2JCY7|A0A1B2JCY7_PICPA,0,0,OTHER
tr|A0A1B2JCY8|A0A1B2JCY8_PICPA,0,0,OTHER
tr|A0A1B2JCY9|A0A1B2JCY9_PICPA,0,0,OTHER
tr|A0A1B2JCZ2|A0A1B2JCZ2_PICPA,0,0,OTHER
tr|A0A1B2JCZ4|A0A1B2JCZ4_PICPA,0,0,OTHER
tr|A0A1B2JCZ8|A0A1B2JCZ8_PICPA,0,0,OTHER
tr|A0A1B2JD00|A0A1B2JD00_PICPA,0,0,OTHER
tr|A0A1B2JD04|A0A1B2JD04_PICPA,0,0,OTHER
tr|A0A1B2JD05|A0A1B2JD05_PICPA,0,0,OTHER
tr|A0A1B2JD06|A0A1B2JD06_PICPA,0,0,OTHER
tr|A0A1B2JD07|A0A1B2JD07_PICPA,0,0,OTHER
tr|A0A1B2JD08|A0A1B2JD08_PICPA,0,0,OTHER
tr|A0A1B2JD12|A0A1B2JD12_PICPA,0,0,OTHER
tr|A0A1B2JD14|A0A1B2JD14_PICPA,0,0,OTHER
tr|A0A1B2JD17|A0A1B2JD17_PICPA,0,0,OTHER
tr|A0A1B2JD19|A0A1B2JD19_PICPA,0,0,OTHER
tr|A0A1B2JD26|A0A1B2JD26_PICPA,0,0,OTHER
tr|A0A1B2JD28|A0A1B2JD28_PICPA,0,0,OTHER
tr|A0A1B2JD29|A0A1B2JD29_PICPA,0,0,OTHER
tr|A0A1B2JD34|A0A1B2JD34_PICPA,0,0,OTHER
tr|A0A1B2JD36|A0A1B2JD36_PICPA,0,0,OTHER
tr|A0A1B2JD37|A0A1B2JD37_PICPA,0,0,OTHER
tr|A0A1B2JD39|A0A1B2JD39_PICPA,0,0,OTHER
tr|A0A1B2JD43|A0A1B2JD43_PICPA,0,0,OTHER
tr|A0A1B2JD44|A0A1B2JD44_PICPA,0,0,OTHER
tr|A0A1B2JD48|A0A1B2JD48_PICPA,0,0,OTHER
tr|A0A1B2JD54|A0A1B2JD54_PICPA,0,0,OTHER
tr|A0A1B2JD57|A0A1B2JD57_PICPA,0,0,OTHER
tr|A0A1B2JD70|A0A1B2JD70_PICPA,0,0,OTHER
tr|A0A1B2JD72|A0A1B2JD72_PICPA,0,0,OTHER
tr|A0A1B2JD74|A0A1B2JD74_PICPA,0,0,OTHER
tr|A0A1B2JD75|A0A1B2JD75_PICPA,0,0,OTHER
tr|A0A1B2JD77|A0A1B2JD77_PICPA,0,0,OTHER
tr|A0A1B2JD78|A0A1B2JD78_PICPA,0,0,OTHER
tr|A0A1B2JD79|A0A1B2JD79_PICPA,0,0,OTHER
tr|A0A1B2JD80|A0A1B2JD80_PICPA,0,0,OTHER
tr|A0A1B2JD81|A0A1B2JD81_PICPA,0,0,OTHER
tr|A0A1B2JD87|A0A1B2JD87_PICPA,0,0,OTHER
tr|A0A1B2JD92|A0A1B2JD92_PICPA,0,0,OTHER
tr|A0A1B2JD93|A0A1B2JD93_PICPA,0,0,OTHER
tr|A0A1B2JD96|A0A1B2JD96_PICPA,0,0,OTHER
tr|A0A1B2JD99|A0A1B2JD99_PICPA,0,0,OTHER
tr|A0A1B2JDA0|A0A1B2JDA0_PICPA,0,0,OTHER
tr|A0A1B2JDB1|A0A1B2JDB1_PICPA,0,0,OTHER
tr|A0A1B2JDB2|A0A1B2JDB2_PICPA,0,0,OTHER
tr|A0A1B2JDB4|A0A1B2JDB4_PICPA,0,0,OTHER
tr|A0A1B2JDB5|A0A1B2JDB5_PICPA,0,0,OTHER
tr|A0A1B2JDB8|A0A1B2JDB8_PICPA,0,0,OTHER
tr|A0A1B2JDC0|A0A1B2JDC0_PICPA,0,0,OTHER
tr|A0A1B2JDC4|A0A1B2JDC4_PICPA,0,0,OTHER
tr|A0A1B2JDD0|A0A1B2JDD0_PICPA,0,0,OTHER
tr|A0A1B2JDD5|A0A1B2JDD5_PICPA,0,0,OTHER
tr|A0A1B2JDE0|A0A1B2JDE0_PICPA,0,0,OTHER
tr|A0A1B2JDE2|A0A1B2JDE2_PICPA,0,0,OTHER
tr|A0A1B2JDE9|A0A1B2JDE9_PICPA,0,0,OTHER
tr|A0A1B2JDF0|A0A1B2JDF0_PICPA,0,0,OTHER
tr|A0A1B2JDF1|A0A1B2JDF1_PICPA,0,0,OTHER
tr|A0A1B2JDF2|A0A1B2JDF2_PICPA,0,0,OTHER
tr|A0A1B2JDF5|A0A1B2JDF5_PICPA,0,0,OTHER
